-0.285,0.10738715,0.036228846,4.488415775,3717.497553,5.547938823,0,253.3052584
-0.284,0.10738715,0.036228846,4.488405691,3717.49647,5.547924741,0.002119792,253.3058275
-0.283,0.10738715,0.036228846,4.488375438,3717.493219,5.547882497,0.004239583,253.3075349
-0.282,0.10738715,0.036228846,4.488325017,3717.487802,5.547812088,0.006359375,253.3103805
-0.281,0.10738715,0.036228846,4.488254428,3717.480217,5.547713518,0.008479167,253.3143644
-0.28,0.10738715,0.036228846,4.488163673,3717.470464,5.547586787,0.010598958,253.3194866
-0.279,0.10738715,0.036228846,4.488052754,3717.458543,5.547431896,0.01271875,253.3257473
-0.278,0.10738715,0.036228846,4.487921671,3717.444454,5.547248847,0.014838542,253.3331464
-0.277,0.10738715,0.036228846,4.487770427,3717.428197,5.547037644,0.016958333,253.3416841
-0.276,0.10738715,0.036228846,4.487599024,3717.40977,5.54679829,0.019078125,253.3513604
-0.275,0.10738715,0.036228846,4.487407464,3717.389174,5.546530787,0.021197917,253.3621755
-0.274,0.10738715,0.036228846,4.487195752,3717.366409,5.546235141,0.023317708,253.3741295
-0.273,0.10738715,0.036228846,4.486963889,3717.341475,5.545911355,0.0254375,253.3872226
-0.272,0.10738715,0.036228846,4.486711879,3717.31437,5.545559435,0.027557292,253.4014549
-0.271,0.10738715,0.036228846,4.486439727,3717.285096,5.545179387,0.029677083,253.4168265
-0.27,0.10738715,0.036228846,4.486147436,3717.253651,5.544771215,0.031796875,253.4333376
-0.269,0.10738715,0.036228846,4.485835011,3717.220036,5.544334927,0.033916667,253.4509885
-0.268,0.10738715,0.036228846,4.485502456,3717.18425,5.54387053,0.036036458,253.4697793
-0.267,0.10738715,0.036228846,4.485149777,3717.146294,5.543378031,0.03815625,253.4897103
-0.266,0.10738715,0.036228846,4.484776979,3717.106166,5.542857437,0.040276042,253.5107817
-0.265,0.10738715,0.036228846,4.484384068,3717.063868,5.542308758,0.042395833,253.5329937
-0.264,0.10738715,0.036228846,4.483971049,3717.019398,5.541732002,0.044515625,253.5563467
-0.263,0.10738715,0.036228846,4.483537929,3716.972756,5.541127179,0.046635417,253.5808408
-0.262,0.10738715,0.036228846,4.483084715,3716.923943,5.540494297,0.048755208,253.6064763
-0.261,0.10738715,0.036228846,4.482611413,3716.872958,5.539833369,0.050875,253.6332537
-0.26,0.10738715,0.036228846,4.482118031,3716.819801,5.539144403,0.052994792,253.6611731
-0.259,0.10738715,0.036228846,4.481604576,3716.764472,5.538427412,0.055114583,253.6902349
-0.258,0.10738715,0.036228846,4.481071056,3716.706971,5.537682407,0.057234375,253.7204395
-0.257,0.10738715,0.036228846,4.480517478,3716.647298,5.536909401,0.059354167,253.7517872
-0.256,0.10738715,0.036228846,4.479943853,3716.585452,5.536108405,0.061473958,253.7842783
-0.255,0.10738715,0.036228846,4.479350187,3716.521434,5.535279434,0.06359375,253.8179134
-0.254,0.10738715,0.036228846,4.478736491,3716.455243,5.5344225,0.065713542,253.8526926
-0.253,0.10738715,0.036228846,4.478102773,3716.38688,5.533537618,0.067833333,253.8886165
-0.252,0.10738715,0.036228846,4.477449044,3716.316343,5.532624803,0.069953125,253.9256855
-0.251,0.10738715,0.036228846,4.476775312,3716.243634,5.531684068,0.072072917,253.9639
-0.25,0.10738715,0.036228846,4.476081589,3716.168753,5.530715431,0.074192708,254.0032605
-0.249,0.10738715,0.036228846,4.475367885,3716.091698,5.529718906,0.0763125,254.0437673
-0.248,0.10738715,0.036228846,4.47463421,3716.01247,5.52869451,0.078432292,254.0854211
-0.247,0.10738715,0.036228846,4.473880577,3715.93107,5.527642261,0.080552083,254.1282223
-0.246,0.10738715,0.036228846,4.473106996,3715.847496,5.526562174,0.082671875,254.1721713
-0.245,0.10738715,0.036228846,4.472313478,3715.76175,5.525454269,0.084791667,254.2172688
-0.244,0.10738715,0.036228846,4.471500038,3715.67383,5.524318564,0.086911458,254.2635152
-0.243,0.10738715,0.036228846,4.470666685,3715.583738,5.523155076,0.08903125,254.3109111
-0.242,0.10738715,0.036228846,4.469813434,3715.491472,5.521963826,0.091151042,254.359457
-0.241,0.10738715,0.036228846,4.468940297,3715.397033,5.520744834,0.093270833,254.4091535
-0.24,0.10738715,0.036228846,4.468047286,3715.300422,5.519498119,0.095390625,254.4600012
-0.239,0.10738715,0.036228846,4.467134417,3715.201637,5.518223701,0.097510417,254.5120007
-0.238,0.10738715,0.036228846,4.466201703,3715.100679,5.516921603,0.099630208,254.5651525
-0.237,0.10738715,0.036228846,4.465249158,3714.997549,5.515591846,0.10175,254.6194574
-0.236,0.10738715,0.036228846,4.464276795,3714.892246,5.514234451,0.103869792,254.674916
-0.235,0.10738715,0.036228846,4.463284632,3714.784769,5.512849441,0.105989583,254.7315288
-0.234,0.10738715,0.036228846,4.462272681,3714.675121,5.511436839,0.108109375,254.7892966
-0.233,0.10738715,0.036228846,4.461240958,3714.563299,5.509996669,0.110229167,254.8482201
-0.232,0.10738715,0.036228846,4.46018948,3714.449305,5.508528955,0.112348958,254.9082999
-0.231,0.10738715,0.036228846,4.459118261,3714.333139,5.507033719,0.11446875,254.9695368
-0.23,0.10738715,0.036228846,4.458027319,3714.2148,5.505510988,0.116588542,255.0319315
-0.229,0.10738715,0.036228846,4.45691667,3714.094289,5.503960788,0.118708333,255.0954846
-0.228,0.10738715,0.036228846,4.45578633,3713.971605,5.502383142,0.120828125,255.160197
-0.227,0.10738715,0.036228846,4.454636317,3713.84675,5.500778078,0.122947917,255.2260694
-0.226,0.10738715,0.036228846,4.453466648,3713.719722,5.499145623,0.125067708,255.2931026
-0.225,0.10738715,0.036228846,4.452277341,3713.590523,5.497485802,0.1271875,255.3612973
-0.224,0.10738715,0.036228846,4.451068413,3713.459152,5.495798644,0.129307292,255.4306545
-0.223,0.10738715,0.036228846,4.449839884,3713.32561,5.494084178,0.131427083,255.5011747
-0.222,0.10738715,0.036228846,4.448591771,3713.189897,5.49234243,0.133546875,255.5728591
-0.221,0.10738715,0.036228846,4.447324093,3713.052012,5.49057343,0.135666667,255.6457083
-0.22,0.10738715,0.036228846,4.44603687,3712.911956,5.488777208,0.137786458,255.7197232
-0.219,0.10738715,0.036228846,4.444730121,3712.769729,5.486953793,0.13990625,255.7949047
-0.218,0.10738715,0.036228846,4.443403866,3712.625332,5.485103215,0.142026042,255.8712536
-0.217,0.10738715,0.036228846,4.442058125,3712.478764,5.483225507,0.144145833,255.948771
-0.216,0.10738715,0.036228846,4.440692918,3712.330026,5.481320696,0.146265625,256.0274576
-0.215,0.10738715,0.036228846,4.439308266,3712.179118,5.479388817,0.148385417,256.1073144
-0.214,0.10738715,0.036228846,4.437904189,3712.026041,5.477429901,0.150505208,256.1883423
-0.213,0.10738715,0.036228846,4.436480709,3711.870793,5.475443979,0.152625,256.2705424
-0.212,0.10738715,0.036228846,4.435037847,3711.713376,5.473431086,0.154744792,256.3539155
-0.211,0.10738715,0.036228846,4.433575626,3711.553791,5.471391256,0.156864583,256.4384627
-0.21,0.10738715,0.036228846,4.432094066,3711.392036,5.46932452,0.158984375,256.5241849
-0.209,0.10738715,0.036228846,4.430593191,3711.228112,5.467230913,0.161104167,256.6110832
-0.208,0.10738715,0.036228846,4.429073023,3711.062021,5.465110472,0.163223958,256.6991585
-0.207,0.10738715,0.036228846,4.427533584,3710.893761,5.462963229,0.16534375,256.7884119
