6.336194674889834459e+03,5.429552992623711179e+04,1.294166534236871848e+04
6.343963150338619016e+03,5.415619714306796959e+04,1.295288893258178541e+04
6.340971614963858883e+03,5.425935381861795759e+04,1.296040554105720912e+04
6.327775073081420487e+03,5.459435493696104822e+04,1.296446218571064492e+04
6.307161971755588638e+03,5.510316119052458089e+04,1.296613855206661901e+04
6.340933108260552217e+03,5.418785115595480602e+04,1.294310595478523283e+04
6.350080289583012927e+03,5.401790472934178979e+04,1.295478553384542647e+04
6.348646052857633549e+03,5.408548308487968461e+04,1.296277656261854827e+04
6.336813023663734384e+03,5.438769661486167752e+04,1.296718196522738072e+04
6.317001197942319777e+03,5.487487909017929633e+04,1.296896793404200616e+04
6.343844042828140118e+03,5.412187551217485452e+04,1.294399837561919594e+04
6.354366086838819683e+03,5.392135968047165807e+04,1.295612911227122822e+04
6.354122421121620391e+03,5.396197086957790452e+04,1.296449241724167769e+04
6.343472858227044526e+03,5.423623781423894980e+04,1.296922115817507256e+04
6.324285151044770828e+03,5.470688415568715573e+04,1.297110495834611902e+04
6.345658070347257308e+03,5.408082778740288632e+04,1.294455736095854445e+04
6.357186040350246913e+03,5.385798992848720809e+04,1.295701977774908300e+04
6.358131761346597159e+03,5.387183925667886797e+04,1.296576120981408167e+04
6.348483960605965876e+03,5.412273158384033013e+04,1.297077504095332915e+04
6.329923834874759450e+03,5.457741598076882656e+04,1.297278394798969020e+04
6.346558493105845628e+03,5.406047207288904610e+04,1.294483563407316979e+04
6.359089473445018484e+03,5.381528530789114302e+04,1.295762393112952486e+04
6.360856991769661363e+03,5.381071613152683858e+04,1.296662969154467100e+04
6.352211572949056062e+03,5.403855079288961133e+04,1.297194176309360046e+04
6.334281435983402844e+03,5.447770753371391766e+04,1.297409616732473660e+04
6.346911061151155991e+03,5.405250505486610928e+04,1.294494474079335123e+04
6.360259930103045917e+03,5.378905306022159493e+04,1.295799662147229355e+04
6.363031104606167901e+03,5.376203549617571844e+04,1.296732605062632501e+04
6.355021814745628944e+03,5.397522925516645773e+04,1.297282744820234439e+04
6.337723170037195814e+03,5.439916723985259159e+04,1.297514161235613756e+04
6.346898786223815478e+03,5.405278240028258006e+04,1.294494094077367663e+04
6.360880968566682895e+03,5.377514289208120317e+04,1.295819473528494200e+04
6.364288240727445555e+03,5.373391993129281036e+04,1.296773012484851279e+04
6.357098036471044907e+03,5.392852528328809422e+04,1.297348515613515519e+04
6.340431868365199989e+03,5.433748575430510391e+04,1.297596998100603741e+04
6.346522235031144191e+03,5.406129150999081321e+04,1.294482441822146939e+04
6.360953278536516336e+03,5.377352366028785764e+04,1.295821781895528329e+04
6.365178314341102123e+03,5.371402824224996584e+04,1.296801684426767315e+04
6.358806750185412966e+03,5.389013810835291224e+04,1.297402858254762032e+04
6.342407739798421062e+03,5.429256449144901126e+04,1.297657733650226874e+04
6.345600008050675569e+03,5.408214082505796978e+04,1.294453943543805508e+04
6.360842897078200622e+03,5.377599545629871864e+04,1.295818258302245704e+04
6.365701728636242478e+03,5.370233643820021825e+04,1.296818569469574322e+04
6.359782250793533422e+03,5.386824309854426974e+04,1.297433968812441890e+04
6.344016747279405536e+03,5.425602896805569617e+04,1.297707385122554115e+04
6.344678849717762205e+03,5.410297918225458852e+04,1.294425534652566967e+04
6.360367594823634136e+03,5.378664113638159324e+04,1.295803094877294097e+04
6.365858947923516098e+03,5.369882535783307685e+04,1.296823644786096520e+04
6.360574027909776305e+03,5.385048249225712789e+04,1.297459266255312832e+04
6.345259161168720311e+03,5.422784530446640565e+04,1.297745842377797453e+04
6.343395195870581119e+03,5.413203990575458738e+04,1.294386040265978772e+04
6.359710395577739291e+03,5.380136659777892783e+04,1.295782152939304069e+04
6.365650486434293271e+03,5.370348087987124018e+04,1.296816915631367556e+04
6.360999441866510097e+03,5.384094387015078246e+04,1.297472875397898497e+04
6.345952661118436481e+03,5.421212400713205716e+04,1.297767353531537628e+04
6.342113094173749232e+03,5.416109112178101350e+04,1.294346702990175254e+04
6.358689335089801716e+03,5.382425802217758610e+04,1.295749672822492357e+04
6.365259575694665727e+03,5.371221278672716289e+04,1.296804304691339712e+04
6.361058957164709682e+03,5.383960964092285576e+04,1.297474780264906440e+04
6.346462999566085273e+03,5.420055967788142152e+04,1.297783203822675932e+04
6.340469498775540160e+03,5.419837096566218679e+04,1.294296434419973230e+04
6.357669446474101278e+03,5.384713915803471173e+04,1.295717298555187153e+04
6.364503956532384109e+03,5.372909792479039606e+04,1.296779956559433776e+04
6.360935750916100915e+03,5.384237177042319672e+04,1.297470837142256823e+04
6.346790394572228251e+03,5.419314300509183522e+04,1.297793381327370480e+04
6.338827970442906008e+03,5.423564606697802083e+04,1.294246408694913771e+04
6.356286630422516282e+03,5.387818809005697403e+04,1.295673513439741510e+04
6.363749156045528252e+03,5.374597347851701488e+04,1.296755672263365341e+04
6.360447529314482381e+03,5.385331937668774481e+04,1.297455221822964631e+04
6.346935079943249548e+03,5.418986589367916895e+04,1.297797881338884144e+04
