-0.285,0
-0.284,0.002119792
-0.283,0.004239583
-0.282,0.006359375
-0.281,0.008479167
-0.28,0.010598958
-0.279,0.01271875
-0.278,0.014838542
-0.277,0.016958333
-0.276,0.019078125
-0.275,0.021197917
-0.274,0.023317708
-0.273,0.0254375
-0.272,0.027557292
-0.271,0.029677083
-0.27,0.031796875
-0.269,0.033916667
-0.268,0.036036458
-0.267,0.03815625
-0.266,0.040276042
-0.265,0.042395833
-0.264,0.044515625
-0.263,0.046635417
-0.262,0.048755208
-0.261,0.050875
-0.26,0.052994792
-0.259,0.055114583
-0.258,0.057234375
-0.257,0.059354167
-0.256,0.061473958
-0.255,0.06359375
-0.254,0.065713542
-0.253,0.067833333
-0.252,0.069953125
-0.251,0.072072917
-0.25,0.074192708
-0.249,0.0763125
-0.248,0.078432292
-0.247,0.080552083
-0.246,0.082671875
-0.245,0.084791667
-0.244,0.086911458
-0.243,0.08903125
-0.242,0.091151042
-0.241,0.093270833
-0.24,0.095390625
-0.239,0.097510417
-0.238,0.099630208
-0.237,0.10175
-0.236,0.103869792
-0.235,0.105989583
-0.234,0.108109375
-0.233,0.110229167
-0.232,0.112348958
-0.231,0.11446875
-0.23,0.116588542
-0.229,0.118708333
-0.228,0.120828125
-0.227,0.122947917
-0.226,0.125067708
-0.225,0.1271875
-0.224,0.129307292
-0.223,0.131427083
-0.222,0.133546875
-0.221,0.135666667
-0.22,0.137786458
-0.219,0.13990625
-0.218,0.142026042
-0.217,0.144145833
-0.216,0.146265625
-0.215,0.148385417
-0.214,0.150505208
-0.213,0.152625
-0.212,0.154744792
-0.211,0.156864583
-0.21,0.158984375
-0.209,0.161104167
-0.208,0.163223958
-0.207,0.16534375
-0.206,0.167463542
-0.205,0.169583333
-0.204,0.171703125
-0.203,0.173822917
-0.202,0.175942708
-0.201,0.1780625
-0.2,0.180182292
-0.199,0.182302083
-0.198,0.184421875
-0.197,0.186541667
-0.196,0.188661458
-0.195,0.19078125
-0.194,0.192901042
-0.193,0.195020833
-0.192,0.197140625
-0.191,0.199260417
-0.19,0.201380208
-0.189,0.2035
-0.188,0.205619792
-0.187,0.207739583
-0.186,0.209859375
-0.185,0.211979167
-0.184,0.214098958
-0.183,0.21621875
-0.182,0.218338542
-0.181,0.220458333
-0.18,0.222578125
-0.179,0.224697917
-0.178,0.226817708
-0.177,0.2289375
-0.176,0.231057292
-0.175,0.233177083
-0.174,0.235296875
-0.173,0.237416667
-0.172,0.239536458
-0.171,0.24165625
-0.17,0.243776042
-0.169,0.245895833
-0.168,0.248015625
-0.167,0.250135417
-0.166,0.252255208
-0.165,0.254375
-0.164,0.256494792
-0.163,0.258614583
-0.162,0.260734375
-0.161,0.262854167
-0.16,0.264973958
-0.159,0.26709375
-0.158,0.269213542
-0.157,0.271333333
-0.156,0.273453125
-0.155,0.275572917
-0.154,0.277692708
-0.153,0.2798125
-0.152,0.281932292
-0.151,0.284052083
-0.15,0.286171875
-0.149,0.288291667
-0.148,0.290411458
-0.147,0.29253125
-0.146,0.294651042
-0.145,0.296770833
-0.144,0.298890625
-0.143,0.301010417
-0.142,0.303130208
-0.141,0.30525
-0.14,0.307369792
-0.139,0.309489583
-0.138,0.311609375
-0.137,0.313729167
-0.136,0.315848958
-0.135,0.31796875
-0.134,0.320088542
-0.133,0.322208333
-0.132,0.324328125
-0.131,0.326447917
-0.13,0.328567708
-0.129,0.3306875
-0.128,0.332807292
-0.127,0.334927083
-0.126,0.337046875
-0.125,0.339166667
